,Opportunity_ID,Items_Count,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Account_Created_Date,Billing_Country,Account_Name,Opportunity_Name,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Currency,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Month,Delivery_Quarter,Delivery_Year,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A,diferencia_en_dias,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Opportunity_Created_Year,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Target
52,53,2,APAC,India,1,1,0,0,Bureaucratic_Code_5,12/18/2014,India,Account_Name_711,Opportunity_Name_5030,Person_Name_49,Person_Name_49,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_49,Product_Family_164,Product_Name_307,USD,0.535,,0.535,2016 - 4,Q2,2016,13.0,USD,13438632.899999999,USDUSD,26877265.8,Prod_Category_A_None,37,27,2016,355,2015-12-21,182.0,2016.0,92,2016,121.0,2016.0,0
53,54,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,12/19/2014,Japan,Account_Name_2037,Opportunity_Name_11438,Person_Name_61,Person_Name_32,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_73,Product_Name_85,JPY,72.0,,0.64731,2016 - 1,Q1,2016,0.0,JPY,12852000.0,JPY,12852000.0,Prod_Category_A_None,0,355,2015,355,2015-12-21,60.0,2016.0,18,2016,18.0,2016.0,1
54,55,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,12/19/2014,Japan,Account_Name_2037,Opportunity_Name_11833,Person_Name_61,Person_Name_32,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_73,Product_Name_85,JPY,68.0,,0.61135,2016 - 2,Q1,2016,0.0,JPY,29478000.0,JPY,29478000.0,Prod_Category_A_None,0,355,2015,355,2015-12-21,365.0,2015.0,57,2016,64.0,2016.0,1
55,56,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,12/19/2014,Japan,Account_Name_2037,Opportunity_Name_11688,Person_Name_61,Person_Name_32,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_73,Product_Name_85,JPY,73.0,,0.65522,2016 - 2,Q1,2016,0.0,JPY,33916530.0,JPY,33916530.0,Prod_Category_A_None,16,6,2016,355,2015-12-21,55.0,2016.0,56,2016,91.0,2016.0,1
56,57,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,12/19/2014,Japan,Account_Name_2037,Opportunity_Name_6678,Person_Name_61,Person_Name_32,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_73,Product_Name_82,JPY,72.0,,0.64731,2016 - 2,Q1,2016,1.0,JPY,37454400.0,JPY,37454400.0,Prod_Category_A_None,0,355,2015,355,2015-12-21,365.0,2015.0,56,2016,71.0,2016.0,1
57,58,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,3/13/2015,Japan,Account_Name_2028,Opportunity_Name_8315,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_77,Product_Name_96,JPY,74.0,,0.6652899999999999,2016 - 2,Q1,2016,1.0,JPY,37999000.0,JPY,37999000.0,Prod_Category_A_None,16,6,2016,355,2015-12-21,15.0,2016.0,53,2016,60.0,2016.0,1
58,59,2,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,12/21/2015,Japan,Account_Name_1508,Opportunity_Name_5298,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_50,Product_Family_73,Product_Name_85,JPY,70.0,,0.6293300000000001,2016 - 2,Q1,2016,0.0,JPY,28918400.0,JPYJPY,57836800.0,Prod_Category_A_None,17,7,2016,355,2015-12-21,7.0,2016.0,50,2016,50.0,2016.0,1
59,61,2,EMEA,Germany,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_263,Opportunity_Name_4066,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_2,None,Person_Name_13,Product_Family_77,Product_Name_96,EUR,0.525,,0.59382,2016 - 2,Q1,2016,0.5,EUR,515812.5,EUREUR,1031625.0,Prod_Category_A_None,98,89,2016,356,2015-12-22,21.0,2016.0,60,2016,91.0,2016.0,0
60,62,1,EMEA,Italy,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Italy,Account_Name_1067,Opportunity_Name_4102,Person_Name_2,Person_Name_39,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_4,Product_Family_77,Product_Name_100,EUR,0.55,,0.6221,2016 - 3,Q1,2016,0.0,EUR,107250.0,EUR,107250.0,Prod_Category_A_None,311,302,2016,356,2015-12-22,26.0,2016.0,74,2016,74.0,2016.0,1
61,63,5,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,8/22/2013,United States,Account_Name_1662,Opportunity_Name_652,Person_Name_8,Person_Name_8,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_33,Product_Family_158,Product_Name_287,USD,0.64,,0.64,2016 - 12,Q4,2016,4.6,USD,14469907.2,USDUSDUSDUSDUSD,72349536.0,Prod_Category_A_None,427,53,2017,357,2015-12-23,,,336,2016,366.0,2016.0,0
62,64,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_12142,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,122,2016,213.0,2016.0,0
63,65,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_12328,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,122,2016,213.0,2016.0,0
64,66,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_3237,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,122,2016,213.0,2016.0,0
65,67,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_4947,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,122,2016,213.0,2016.0,0
66,68,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_7233,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,122,2016,213.0,2016.0,0
67,69,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_7231,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,122,2016,213.0,2016.0,0
68,70,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_7235,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,122,2016,213.0,2016.0,0
69,71,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_6802,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,152,2016,213.0,2016.0,0
70,72,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_7085,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,130,2016,213.0,2016.0,0
71,73,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_3524,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,137,2016,213.0,2016.0,0
72,74,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_12332,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.63,,0.63,2016 - 5,Q2,2016,1.0,USD,463446.9,USD,463446.9,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,144,2016,213.0,2016.0,0
73,75,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_7234,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 6,Q2,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,158,2016,186.0,2016.0,0
74,76,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_7230,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 6,Q2,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,165,2016,193.0,2016.0,0
75,77,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_4946,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 6,Q2,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,172,2016,200.0,2016.0,0
76,78,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_12141,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 7,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,186,2016,214.0,2016.0,0
77,79,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_7232,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 7,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,200,2016,228.0,2016.0,0
78,80,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_3962,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 7,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,207,2016,235.0,2016.0,0
79,81,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_9043,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 8,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,214,2016,242.0,2016.0,0
80,82,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_12108,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 8,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,221,2016,263.0,2016.0,0
81,83,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_12327,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 8,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,228,2016,256.0,2016.0,0
82,84,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_2208,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 8,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,235,2016,263.0,2016.0,0
83,85,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_3308,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 8,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,242,2016,270.0,2016.0,0
84,86,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_10354,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 9,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,249,2016,277.0,2016.0,0
85,87,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_4729,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 9,Q3,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,263,2016,291.0,2016.0,0
86,88,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_12312,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 10,Q4,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,291,2016,319.0,2016.0,0
87,89,1,Americas,NW America,1,1,0,0,Bureaucratic_Code_5,10/13/2015,United States,Account_Name_961,Opportunity_Name_10775,Person_Name_3,Person_Name_8,Account_Type_1,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_8,Product_Family_158,Product_Name_284,USD,0.66,,0.66,2016 - 10,Q4,2016,1.0,USD,485515.8,USD,485515.8,Prod_Category_A_None,273,265,2016,357,2015-12-23,,,305,2016,333.0,2016.0,0
88,90,1,EMEA,None,0,0,0,0,Bureaucratic_Code_4,3/30/2015,Netherlands,Account_Name_5,Opportunity_Name_1222,Person_Name_18,Person_Name_20,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_20,Product_Family_77,Product_Name_100,EUR,0.55,,0.6221,2016 - 2,Q1,2016,0.0,EUR,107250.0,EUR,107250.0,Prod_Category_A_None,0,357,2015,357,2015-12-23,365.0,2015.0,55,2016,55.0,2016.0,0
89,91,1,EMEA,Tunisia,0,0,0,0,Bureaucratic_Code_4,12/23/2015,None,Account_Name_1826,Opportunity_Name_11933,Person_Name_16,Person_Name_16,Account_Type_2,Opportunity_Type_4,Non Binding,Delivery_Terms_2,None,Person_Name_16,Product_Family_77,Product_Name_100,EUR,0.53,,0.59948,2016 - 3,Q1,2016,0.0,EUR,96460.0,EUR,96460.0,Prod_Category_A_None,68,60,2016,357,2015-12-23,60.0,2016.0,74,2016,74.0,2016.0,0
90,92,1,EMEA,None,0,0,0,0,Bureaucratic_Code_4,3/30/2015,Netherlands,Account_Name_5,Opportunity_Name_1223,Person_Name_18,Person_Name_20,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_20,Product_Family_116,Product_Name_167,EUR,0.585,,0.66169,2016 - 2,Q1,2016,0.0,EUR,65520.0,EUR,65520.0,Prod_Category_A_None,0,357,2015,357,2015-12-23,357.0,2015.0,46,2016,46.0,2016.0,1
91,93,1,EMEA,None,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Netherlands,Account_Name_1274,Opportunity_Name_12554,Person_Name_18,Person_Name_20,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_20,Product_Family_116,Product_Name_167,EUR,0.585,,0.66169,2016 - 1,Q1,2016,0.0,EUR,245700.0,EUR,245700.0,Prod_Category_A_None,1,358,2015,357,2015-12-23,15.0,2016.0,29,2016,67.0,2016.0,1
92,94,1,EMEA,None,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Netherlands,Account_Name_1274,Opportunity_Name_12553,Person_Name_18,Person_Name_20,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_20,Product_Family_77,Product_Name_100,EUR,0.54,,0.6107899999999999,2016 - 1,Q1,2016,0.0,EUR,210600.0,EUR,210600.0,Prod_Category_A_None,1,358,2015,357,2015-12-23,15.0,2016.0,15,2016,30.0,2016.0,1
93,95,1,EMEA,None,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Netherlands,Account_Name_1274,Opportunity_Name_12558,Person_Name_18,Person_Name_20,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_20,Product_Family_85,Product_Name_111,EUR,0.545,,0.61645,2016 - 3,Q1,2016,0.0,EUR,108318.75,EUR,108318.75,Prod_Category_A_None,75,67,2016,357,2015-12-23,15.0,2016.0,61,2016,90.0,2016.0,0
94,96,2,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,12/24/2015,United States,Account_Name_1734,Opportunity_Name_11275,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_3,Product_Family_158,Product_Name_284,USD,0.665,,0.665,2016 - 4,Q2,2016,1.0,USD,1332347.5,USDUSD,0.0,Prod_Category_A_None,280,273,2016,358,2015-12-24,22.0,2016.0,109,2016,113.0,2016.0,0
95,97,1,Japan,Japan,1,0,0,0,Bureaucratic_Code_4,6/15/2015,Japan,Account_Name_956,Opportunity_Name_7666,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_32,Product_Family_77,Product_Name_100,JPY,75.0,,0.67428,2016 - 1,Q1,2016,0.0,JPY,429000.0,JPY,429000.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,36.0,2016.0,12,2016,12.0,2016.0,1
96,98,1,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,6/15/2015,Japan,Account_Name_956,Opportunity_Name_7667,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_32,Product_Family_74,Product_Name_79,JPY,75.0,,0.67428,2016 - 1,Q1,2016,0.0,JPY,478125.0,JPY,478125.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,36.0,2016.0,29,2016,29.0,2016.0,1
97,99,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7669,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_77,Product_Name_100,JPY,68.0,,0.61135,2016 - 1,Q1,2016,0.0,JPY,12376000.0,JPY,12376000.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,29.0,2016.0,8,2016,8.0,2016.0,1
98,100,1,Japan,None,0,0,0,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7672,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_73,Product_Name_85,JPY,68.0,,0.61135,2016 - 1,Q1,2016,0.0,JPY,24276000.0,JPY,24276000.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,29.0,2016.0,8,2016,8.0,2016.0,1
99,101,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7676,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_77,Product_Name_100,JPY,68.0,,0.61135,2016 - 2,Q1,2016,0.0,JPY,24752000.0,JPY,24752000.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,29.0,2016.0,32,2016,32.0,2016.0,1
100,102,1,Japan,None,0,0,0,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7677,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Binding,Delivery_Terms_5,None,Person_Name_32,Product_Family_77,Product_Name_100,JPY,68.0,,0.61135,2016 - 2,Q1,2016,0.0,JPY,12376000.0,JPY,12376000.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,29.0,2016.0,36,2016,36.0,2016.0,1
101,103,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,8/11/2013,Japan,Account_Name_1522,Opportunity_Name_867,Person_Name_50,Person_Name_30,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_5,None,Person_Name_30,Product_Family_77,Product_Name_100,JPY,71.0,,0.63832,2016 - 2,Q1,2016,0.0,JPY,9045400.0,JPY,9045400.0,Prod_Category_A_None,12,5,2016,358,2015-12-24,91.0,2016.0,53,2016,60.0,2016.0,1
102,104,1,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,8/11/2013,Japan,Account_Name_1522,Opportunity_Name_897,Person_Name_50,Person_Name_30,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_5,None,Person_Name_30,Product_Family_111,Product_Name_153,JPY,72.0,,0.64731,2016 - 3,Q1,2016,0.0,JPY,9900000.0,JPY,9900000.0,Prod_Category_A_None,12,5,2016,358,2015-12-24,91.0,2016.0,67,2016,71.0,2016.0,1
103,105,7,Japan,Japan,1,0,0,0,Bureaucratic_Code_4,8/11/2013,Japan,Account_Name_1522,Opportunity_Name_7509,Person_Name_50,Person_Name_30,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_30,Product_Family_19,Product_Name_19,JPY,0.0,,0.0,2016 - 1,Q1,2016,0.0,JPY,390050.0,JPYJPYJPYJPYJPYJPYJPY,2730350.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,91.0,2016.0,11,2016,15.0,2016.0,1
104,106,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_4,6/11/2015,Japan,Account_Name_1204,Opportunity_Name_10544,Person_Name_66,Person_Name_30,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_30,Product_Family_77,Product_Name_96,JPY,73.0,,0.6563,2016 - 2,Q1,2016,1.0,JPY,71061120.0,JPY,71061120.0,Prod_Category_A_None,13,6,2016,358,2015-12-24,36.0,2016.0,53,2016,60.0,2016.0,1
105,107,1,Japan,Japan,0,0,0,0,Bureaucratic_Code_1,6/11/2015,Japan,Account_Name_1204,Opportunity_Name_6781,Person_Name_66,Person_Name_66,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_66,Product_Family_77,Product_Name_100,JPY,73.0,,0.6563,2016 - 2,Q1,2016,0.0,JPY,14804400.0,JPY,14804400.0,Prod_Category_A_None,547,174,2017,358,2015-12-24,,,53,2016,60.0,2016.0,0
106,108,2,Japan,None,0,0,0,0,Bureaucratic_Code_4,12/21/2015,Japan,Account_Name_1508,Opportunity_Name_9814,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_50,Product_Family_73,Product_Name_85,JPY,72.0,,0.64731,2016 - 1,Q1,2016,0.0,JPY,13008800.0,JPYJPY,26017600.0,Prod_Category_A_None,13,7,2016,359,2015-12-25,7.0,2016.0,18,2016,18.0,2016.0,1
